duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id
85,,Movie,Locke,15-07-2018,2013,R,"Over the space of 90 minutes, Ivan Locke's life spins out of control via a series of phone calls made while he drives down the highway to London.",70295189
98,,Movie,Lucha: Playing the Impossible,15-07-2018,2016,TV-PG,"Known simply as ""Lucha,"" field hockey player Luciana Aymar shares her tumultuous and triumphant journey to become the best in the world.",80993684
94,,Movie,Spring Breakers,15-07-2018,2012,R,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",70257860
71,,Movie,Stray Bullet,15-07-2018,2018,TV-14,"In 2014,12-year-old Genesis Rincon was fatally shot while riding her scooter. Those linked to the tragedy reflect on justice and the cycle of violence.",80998908
95,,Movie,Tahaan,15-07-2018,2008,TV-14,"After his family's donkey is confiscated by a moneylender, 8-year-old Tahaan travels across conflict-torn Kashmir to find his beloved pet.",70171835
124,,Movie,Tango Feroz,15-07-2018,1993,TV-MA,"One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair.",81005401
108,,Movie,Temporada de Caza,15-07-2018,2017,TV-MA,Animosity gives way to love and forgiveness when an angry teenager reunites with his estranged biological father in the wilds of Patagonia.,80993650
87,,Movie,The Adderall Diaries,15-07-2018,2015,R,Author Stephen Elliott has a problem separating his own life from incidents in the life of a convicted murderer about whom he's writing a book.,80049979
95,,Movie,The Spectacular Now,15-07-2018,2013,R,"Classmates Aimee and Sutter form an unlikely friendship, and after helping Aimee raise her social confidence, Sutter begins falling for his creation.",70267439
108,,Movie,Under The Skin,15-07-2018,2013,R,"A seductive alien prowls the streets in search of prey: unsuspecting men who fall under her spell, only to be consumed by a strange liquid pool.",70293812
104,,Movie,Amar,15-07-2017,2017,TV-MA,"Young Laura and Carlos experience the intensity and fragility of first love, as life realities gradually tarnish their idealized notions of romance.",80113589
143,,Movie,Singh Saab the Great,15-07-2017,2013,TV-14,"As the result of a TV journalist's curiosity, the amazing saga of an honorable government tax collector's past comes to light.",70298393
116,,Movie,Vitti Dandu,15-07-2017,2014,TV-14,"In a remote village in colonial India, an old man and his grandson display strong differences in their attitudes toward the country's British rulers.",80191557
106,,Movie,Holidays,15-07-2016,2016,NR,"Eight gleefully grim short tales set on Halloween, Mother's Day, St. Patrick's Day and other holidays comprise this chilling horror anthology.",80096585
100,,Movie,Lusers,15-07-2016,2015,NR,Three men from different nations must find their way out of the Amazon jungle – on foot – when they get lost on the way to Brazil's World Cup Final.,80106928
101,,Movie,Rebirth,15-07-2016,2016,TV-MA,"Long-lost buddy Zack gets suburban dad Kyle on a bus to a Rebirth seminar, sending him down a rabbit hole of psychodrama, seduction and violence.",80064459
117,,Movie,Tony Robbins: I Am Not Your Guru,15-07-2016,2016,TV-MA,Tony Robbins' clients swear by his unorthodox life coaching methods. A revealing film goes behind the curtain at his annual mega-event.,80102204
155,,Movie,The Physician,15-07-2015,2013,R,A medical apprentice in 11th-century Persia disguises himself as a Jew to study at a school that does not admit Christians.,80014996
120,,Movie,White Christmas,15-07-2012,1954,TV-G,"Two war buddies fall for two sisters and follow the girls to a resort owned by their former commanding officer, who is in danger of losing the place.",60003082
110,,Movie,Colonia,14-07-2018,2015,R,"When her boyfriend is caught up in a Chilean coup, a young woman tries to free him from a prison camp posing as a commune by joining it voluntarily.",80081277
14,,Movie,Buddy Thunderstruck: The Maybe Pile,14-07-2017,2017,TV-PG,"Champion truck-racing dog Buddy and his best friend, ferret mechanic Darnell, paw through the ""maybe pile"" and test out a bunch of crazy stunts.",80149064
89,,Movie,Chasing Coral,14-07-2017,2017,TV-PG,"Divers, scientists and photographers around the world mount an epic underwater campaign to document the disappearance of coral reefs.",80168188
108,,Movie,To the Bone,14-07-2017,2017,TV-MA,"Ellen, a 20-year-old with anorexia nervosa, goes on a harrowing, sometimes funny journey of self-discovery at a group home run by an unusual doctor.",80171659
114,,Movie,Gridlocked,14-07-2016,2015,R,"An embittered cop is tasked with baby-sitting a spoiled actor, but the two must learn to fight together when they run afoul of a group of mercenaries.",80097221
78,,Movie,Creep,14-07-2015,2014,R,"When a cash-strapped videographer takes a job in a remote mountain town, he finds that the client has some unsettling ideas in mind.",70306646
133,,Movie,"Plaire, aimer et courir vite",13-07-2019,2018,TV-MA,"When a Paris-based writer with AIDS meets a college student exploring his sexuality, romance blossoms in his waning days.",81011936
113,,Movie,How It Ends,13-07-2018,2018,TV-MA,"When a mysterious disaster turns the country into a war zone, a young lawyer heads west with his future father-in-law to find his pregnant fiancée.",80167481
71,,Movie,Jim Jefferies: This Is Me Now,13-07-2018,2018,TV-MA,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special.",80214743
75,,Movie,Kevin Hart: Let Me Explain,13-07-2018,2013,R,"Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden, part of his hit ""Let Me Explain"" world tour.",70270773
75,,Movie,Romina,13-07-2018,2018,TV-MA,A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.,80991827
97,,Movie,The Signal,13-07-2018,2014,PG-13,"During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert.",70300666
59,,Movie,D.L. Hughley: Clear,13-07-2017,2014,TV-MA,"In this 2014 standup special filmed in San Francisco, comedic genius D.L. Hughley entertains with his hilarious take on current affairs and more.",80044126
99,,Movie,My Scientology Movie,13-07-2017,2015,TV-MA,"After speaking with former Scientology members and being stonewalled by higher-ups, filmmaker Louis Theroux hires actors to re-create alleged events.",80148179
74,,Movie,Tom Segura: Completely Normal,13-07-2017,2014,TV-MA,Levelheaded stand-up Tom Segura shares offhand appraisals on hotels and opens up about his hobbies and digestive ailments in this comedy special.,70301023
105,,Movie,4L,12-07-2019,2019,TV-MA,"Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter.",80221109
79,,Movie,Black & Privileged: Volume 1,12-07-2019,2019,TV-MA,"When low-income families move into a thriving black community in Chicago, they find themselves at odds with politicians to maintain their status.",81145271
106,,Movie,Cities of Last Things,12-07-2019,2018,TV-MA,"In a dystopian tale unfolding in reverse chronology, a man with a complicated past takes revenge on the individuals who wronged him decades ago.",81024041
90,,Movie,Kidnapping Stella,12-07-2019,2019,TV-MA,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.",81044248
87,,Movie,Point Blank,12-07-2019,2019,TV-MA,"To save his pregnant wife, an emergency room nurse unwillingly partners with an injured murder suspect in a race against time and renegade cops.",80221677
95,,Movie,Smart People,12-07-2019,2008,R,An unexpected romance and a surprise visit from his wild brother turn the life of widowed professor Lawrence Wetherhold upside down.,70084221
91,,Movie,The Milk System,12-07-2019,2017,TV-14,"Farmers, scientists and industry insiders delve into the hidden costs and consequences of global dairy production and offer up possible solutions.",80234791
67,,Movie,Little Singham Bandarpur Mein Hu Ha Hu,11-07-2019,2019,TV-Y7,"Little Singham's sidekick monkey, Chikki, is stuck in the magical land of Bandarpur! Can the kid cop save his beloved pet before danger strikes?",80995079
106,,Movie,Parchís: the Documentary,11-07-2019,2019,TV-14,"The spotlight's on Parchís, a record company-created Spanish boy/girl band that had unprecedented success with Top 10 songs and hit films in the '80s.",81036520
83,,Movie,Us and Them,11-07-2018,2017,TV-MA,"Tired of his lot in life, an angry young man persuades two of his pub buddies to record a home invasion as a protest against the ""one percent"".",80180224
80,,Movie,The Battered Bastards of Baseball,11-07-2014,2014,NR,"The colorful true story of the Portland Mavericks, a scrappy, independent baseball team of underdogs started by actor Bing Russell in the 1970s.",70299904
103,,Movie,Sex Doll,10-07-2017,2016,UR,"A high-end call girl falls for a handsome man she meets at a nightclub, but he harbors a secret that throws a wrench in their relationship.",80171125
94,,Movie,Summer of '92,10-07-2016,2015,NR,"When a quirk of fate kicks the Danish national soccer team into the European Championship final, the coach must whip his unprepared squad into shape.",80106989
92,,Movie,Chris Tucker Live,10-07-2015,2015,TV-MA,"Filmed in his hometown of Atlanta, Chris Tucker showcases his stand-up comedic chops as he shares his experiences from childhood to the big time.",80044731
112,,Movie,Alice Doesn't Live Here Anymore,01-07-2019,1974,PG,"A widowed singer and single mother starts over as a diner waitress in Arizona, befriending her coworkers and romancing a ruggedly handsome rancher.",60010069
97,,Movie,Frozen River,01-07-2019,2008,R,"On a Mohawk reservation on the Canadian border, Ray Eddy teams with a widowed tribe member to smuggle illegal immigrants into the United States.",70084148
106,,Movie,Inkheart,01-07-2019,2008,PG,"Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud.",70101345
66,,Movie,Katherine Ryan: Glitter Room,01-07-2019,2019,TV-MA,"Fresh from a tour, comedian Katherine Ryan shares shrewd observations about school bullies, revenge bodies and raising a very fancy child.",80238020
106,,Movie,Kill the Irishman,01-07-2019,2011,R,"This true crime tale charts the rise and fall of mobster Danny Greene, who faced down the Mafia to gain control of organized crime in 1970s Cleveland.",70128697
110,,Movie,Lady in the Water,01-07-2019,2006,PG-13,"When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home.",70044688
102,,Movie,Little Monsters,01-07-2019,1989,PG,"Brian knows there are creatures under his bed. When he faces his fears and confronts them, however, he makes some hilariously weird new friends.",60035622
105,,Movie,Mean Dreams,01-07-2019,2016,R,"Desperate to start a new life with his girlfriend, a teenage boy steals drug money from her father, who happens to be the town's corrupt lawman.",80117079
112,,Movie,Mean Streets,01-07-2019,1973,R,"In New York's Little Italy, a low-level hoodlum wrestles with loyalty to his mobster uncle, his faith and his friendship with an inveterate gambler.",70001958
96,,Movie,Next,01-07-2019,2007,PG-13,Las Vegas magician Cris can see a few minutes into the future and an FBI agent wants his help thwarting a nuclear attack.,70066433
97,,Movie,Nights in Rodanthe,01-07-2019,2008,PG-13,"When a hurricane hits a coastal North Carolina inn and strands the only guest, surgeon Paul Flanner, a young woman's life changes forever.",70098899
53,,Movie,NOVA: Bird Brain,01-07-2019,2017,TV-G,Scientists test avian aptitude and challenge concepts of intelligence with examples ranging from puzzle-solving crows to parrots with a sense of time.,81121171
113,,Movie,NOVA: Black Hole Apocalypse,01-07-2019,2018,TV-G,"Astrophysicists show how black holes might hold answers to how the universe evolved, leading to life on Earth and, ultimately, the human race.",81121172
53,,Movie,NOVA: Building Chernobyl's MegaTomb,01-07-2019,2017,TV-PG,"Thirty years after Chernobyl’s nuclear disaster, engineers race against time to complete a new dome to contain the reactor’s lethal radiation.",81121173
54,,Movie,NOVA: Chinese Chariot Revealed,01-07-2019,2017,TV-PG,"The chariot dominated Chinese warfare for millennia. Now, a team of experts is building their own and unlocking its many secrets.",81121174
53,,Movie,NOVA: Day the Dinosaurs Died,01-07-2019,2017,TV-PG,"Drilling into the impact crater of the asteroid that wiped out the dinosaurs, a group of scientists unearths new evidence about the catastrophic event.",81121175
54,,Movie,NOVA: Death Dive to Saturn,01-07-2019,2017,TV-G,"After decades of amazing discoveries, spacecraft Cassini embarks on its final – and most daring – mission: a dive below Saturn’s rings.",81121176
113,,Movie,NOVA: Decoding the Weather Machine,01-07-2019,2018,TV-14,"Scientists investigate Earth’s climate machine, looking for clues across the globe, from Greenland’s ice sheet to the desert of Australia.",81121177
53,,Movie,NOVA: Eclipse Over America,01-07-2019,2017,TV-G,"Scientists reveal how the 2017 solar eclipse provided new clues into how the sun works, from its scorching atmosphere to its deadly solar storms.",81121178
53,,Movie,NOVA: Extreme Animal Weapons,01-07-2019,2017,TV-PG,"From huge tusks to giant horns, some animals sport weaponry that’s larger than life. Researchers explain the science behind this biological arms race.",81121179
53,,Movie,NOVA: First Face of America,01-07-2019,2018,TV-PG,"During risky expeditions in an underwater cave, scientists unearth a 13,000-year-old skeleton to gain insight into the earliest known humans in America.",81121180
54,,Movie,NOVA: Holocaust Escape Tunnel,01-07-2019,2017,TV-14,"At a former Nazi execution site in Lithuania, an international team of archaeologists searches for a lost escape tunnel dug by Jewish prisoners.",81121181
54,,Movie,NOVA: Killer Floods,01-07-2019,2017,TV-PG,Scientists search for evidence left behind by the world’s greatest floods and predict if climate change will cause even greater aquatic disasters.,81121182
52,,Movie,NOVA: Killer Hurricanes,01-07-2019,2017,TV-PG,"Scientists research the world’s deadliest hurricane, trying to understand what this 18th-century storm could tell us about our own future.",81121183
54,,Movie,NOVA: Killer Volcanoes,01-07-2019,2017,TV-PG,Evidence of a mysterious medieval famine leads researchers on a quest for one of the deadliest volcanoes in human history.,81121184
54,,Movie,NOVA: Poisoned Water,01-07-2019,2017,TV-PG,"This documentary details how the water disaster in Flint, Michigan happened, its lasting effects, and the lengthy efforts it took to correct it.",81121185
53,,Movie,NOVA: Prediction by the Numbers,01-07-2019,2018,TV-G,"With the science of forecasting flourishing, this documentary explores how predictions inform our lives and statistics and algorithms' reliability.",81121186
53,,Movie,NOVA: Secrets of the Shining Knight,01-07-2019,2017,TV-PG,A master armorer and his team recreate parts of a knight's medieval armor and test its strength while rediscovering centuries-old metalworking secrets.,81121187
53,,Movie,NOVA: Thai Cave Rescue,01-07-2019,2018,TV-PG,An international team of rescue workers race to save 12 young soccer players and their coach trapped in a flooded cave in Thailand.,81121188
113,,Movie,NOVA: The Impossible Flight,01-07-2019,2018,TV-PG,"Two adventurous pilots attempt to fly around the world without using any fuel, relying only on the power of the sun.",81121189
53,,Movie,Nova: Ultimate Mars Challenge,01-07-2019,2012,TV-G,"With access to the scientists and engineers responsible for the Curiosity rover's on-the-ground experiments, NOVA captures its landing on Mars.",70265211
91,,Movie,Paul Blart: Mall Cop,01-07-2019,2009,PG,An overzealous security guard finds himself in over his head when he tries to thwart a criminal mastermind's plot to rob an entire shopping mall.,70109689
126,,Movie,Philadelphia,01-07-2019,1993,PG-13,Philadelphia attorney Andrew Beckett launches a wrongful termination suit against his law firm when they fire him because he's gay and HIV-positive.,855084
99,,Movie,Race to Witch Mountain,01-07-2019,2009,PG,A sister and brother with special powers are on the run from a mysterious organization that wants to take advantage of the siblings' gifts.,70105369
134,,Movie,Rain Man,01-07-2019,1988,R,"A fast-talking yuppie is forced to slow down when he meets the brother he never knew he had, an unusually gifted autistic savant named Raymond.",60029369
26,,Movie,Room on the Broom,01-07-2019,2012,G,"A gentle witch with a ginger braid offers rides to a variety of animals on her increasingly crowded broom, much to her grumpy cat's chagrin.",80005738
117,,Movie,Scream 3,01-07-2019,2000,R,"This installment of the tongue-in-cheek horror franchise finds Sidney Prescott once again battling a crazed killer – this time, on a movie set.",60000415
89,,Movie,Shorts,01-07-2019,2009,PG,Chaos erupts when locals learn that an 11-year-old boy has discovered a mysterious rock that grants the wishes of whoever possesses it.,70112731
94,,Movie,Soul to Keep,01-07-2019,2019,TV-MA,"Two siblings invite friends to their inherited, remote country home, but the fun stops when the group summons a demonic force from an old spellbook.",81130297
101,,Movie,Starsky & Hutch,01-07-2019,2004,PG-13,New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.,60033320
94,,Movie,Swiped,01-07-2019,2018,TV-14,"When two college roommates develop a groundbreaking hookup app, casual affairs – and complications – soon run rampant on campus.",81060038
99,,Movie,Swordfish,01-07-2019,2001,R,"Determined to get his mitts on $9 billion in a secret DEA account so he can fight terrorism, a rogue agent recruits an encryption expert to hack in.",60020745
114,,Movie,Taxi Driver,01-07-2019,1976,R,"Enraged by New York's moral rot and urban decay, an unhinged cab driver goes mad, plotting an assassination and saving a teen sex worker.",18907685
48,,Movie,Tayo the Little Bus Movie: Mission Ace,01-07-2019,2016,TV-Y7,"After he loses his favorite racing car, Duri ventures to a mysterious, magical land filled with toys that have been thrown away.",81113468
78,,Movie,The Accountant of Auschwitz,01-07-2019,2018,TV-14,"Decades after WWII, a former SS officer stands trial in his native Germany after being charged for his complicity in the murder of Jews at Auschwitz.",81017506
118,,Movie,The Book of Eli,01-07-2019,2010,R,"Determined to protect a sacred text that promises to save humanity, Eli goes on a quest westward across the barren, postapocalyptic country.",70114342
119,,Movie,The Brothers Grimm,01-07-2019,2005,PG-13,"Brothers Jake and Will Grimm travel from village to village, posing as exterminators of magical creatures. But in reality, they're expert con artists.",70021661
104,,Movie,The Forbidden Kingdom,01-07-2019,2008,PG-13,Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.,70084795
98,,Movie,The In-Laws,01-07-2019,2003,PG-13,Daredevil secret agent and father of the groom Steve gives conservative podiatrist and father of the bride Jerry prenuptial jitters when they meet.,60027701
93,,Movie,The Pink Panther,01-07-2019,2006,PG,Bumbling Inspector Clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.,70021654
61,,Movie,War Against Women,01-07-2019,2013,TV-14,"Filmed over three years in 10 countries, this documentary gives voice to the women who have become victims of sexual violence as weapons of war.",81077862
90,,Movie,Who's That Knocking at My Door?,01-07-2019,1967,R,"A woman's revelation that she was once raped sends her boyfriend, a reformed street thug, into an emotional and spiritual tailspin.",70001777
128,,Movie,Angamaly Diaries,01-07-2018,2017,TV-14,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",80182447
122,,Movie,Anthony Kaun Hai?,01-07-2018,2006,TV-14,"A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias.",70055855
60,,Movie,Bo Burnham: what.,01-07-2018,2013,TV-MA,Left brain and right brain duke it out – and ultimately belt out a melody – in stand-up comedian Bo Burnham's quick and clever one-man show.,70295560
126,,Movie,Cappuccino,01-07-2018,2017,TV-14,"Richi is a director of commercials whose computer memory drive is accidentally switched with that of Sneha, a woman he soon falls in love with.",80994575
166,,Movie,Chalte Chalte,01-07-2018,2003,TV-PG,"Priya and Raj are polar opposites. Raj is brash and earthy, while Pirya is sophisticated and something of a perfectionist in all she does. They really are like oil and water, but nonetheless, they dare to fall in love.",60036112
113,,Movie,Chicken Kokkachi,01-07-2018,2017,TV-14,"In the wake of his sister's marriage, a young middle-class man leaves his village and learns that supporting one's self is easier said than done.",80994424
88,,Movie,Counterfeiting in Suburbia,01-07-2018,2018,TV-14,"Two teenagers print counterfeit money in their high school art room, but things go terribly wrong when their debt-ridden teacher becomes suspicious.",80997402
151,,Movie,Daffedar,01-07-2018,2017,TV-PG,"A retired government worker continues to dedicate himself to public service, but his principled ways soon clash with those of his extravagant sons.",80994423
107,,Movie,Deewana Main Deewana,01-07-2018,2013,TV-14,A man's instant attraction to a woman becomes an obsession as he adopts a friend's identity and even commits murder in order to get closer to her.,80236278
42,,Movie,Dream Big: Engineering Our World,01-07-2018,2017,TV-G,"Narrated by Jeff Bridges, this compelling documentary examines some incredible achievements of engineering from across the globe.",80217136
94,,Movie,Duck Butter,01-07-2018,2018,TV-MA,"Wary of dishonesty in relationships, two young women embark on a 24-hour experiment on intimacy, but their romance flounders as the clock winds down.",80115118
130,,Movie,Gemini,01-07-2018,2018,TV-PG,"Despite growing up with traits that set her apart from her peers, a young adopted girl discovers her gift when she takes an interest in spelling bees.",80180851
87,,Movie,I Am Kalam,01-07-2018,2010,TV-PG,An intelligent boy born into poverty befriends the son of a once noble family and is inspired by the life of India's president to pursue an education.,80236279
116,,Movie,Kaviyude Osyath,01-07-2018,2017,TV-PG,"When a late poet leaves behind his property to a young man, the man's brother suspects the poet may have been more than just a family friend.",80994573
77,,Movie,Loving Annabelle,01-07-2018,2006,TV-MA,An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student.,70057519
117,,Movie,Ma Chu Ka,01-07-2018,2017,TV-14,The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.,80994425
84,,Movie,Melvin Goes to Dinner,01-07-2018,2003,R,"When Melvin and his friends gather for dinner, their casual conversation takes a sharp turn as they begin to disclose raw truths about themselves.",60029032
92,,Movie,My Birthday Song,01-07-2018,2018,TV-14,"After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction.",81002211
130,,Movie,Namastey London,01-07-2018,2007,TV-PG,"To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride.",70062158
103,,Movie,Our Shining Days,01-07-2018,2017,TV-PG,"In a battle of the bands, a percussions student and her musical kindred spirits set out to prove the merits of Chinese folk against the Western canon.",80996343
89,,Movie,Paathi,01-07-2018,2017,TV-MA,A face painter for Theyyam rituals who is himself disfigured conceals his guilt over the fact that he performs abortions as a medical practitioner.,80994419
109,,Movie,Pareeth Pandaari,01-07-2018,2017,TV-PG,"As the parents of three unmarried daughters, a humble cook and his wife contend with the challenges of matchmaking and social expectations.",80994426
104,,Movie,Paulettante Veedu,01-07-2018,2016,TV-14,"A wealthy businessman's miserly habits cause no small amount of stress and embarrassment to his family, particularly his daughter.",80994574
114,,Movie,Paying Guests,01-07-2018,2009,TV-14,"Desperate for a place to live, twentysomething bachelors Parikshit, Jayesh, Parag and Bhavesh finally locate a house to rent, only to learn that the landlords will consider married applicants only.",70125939
133,,Movie,Sarvopari Palakkaran,01-07-2018,2017,TV-14,"In the course of a human trafficking investigation, a conservative cop crosses paths with an artist-activist in a clash of worldviews.",80994420
101,,Movie,Secret,01-07-2018,2007,TV-PG,"Enchanted by a pretty pianist and the haunting melody she plays, a musical prodigy falls in love. But a secret soon threatens to derail their romance.",70205125
137,,Movie,Socha Na Tha,01-07-2018,2005,TV-PG,"An arranged marriage becomes a friendship for Viren and Aditi, who aren't in love – until they begin having unexpected feelings for each other.",70034610
88,,Movie,Soul Robbers,01-07-2018,2015,TV-MA,"During Mexico's War of Independence, a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters.",80992111
88,,Movie,The Feels,01-07-2018,2018,TV-MA,"During their bachelorette weekend, a lesbian couple's relationship hits a snag when one of the brides confesses to never having an orgasm.",80222256
115,,Movie,The Music of Silence,01-07-2018,2017,TV-PG,"Based on the autobiography by tenor Andrea Bocelli, this musical biopic chronicles his life from his bumpy childhood to his meteoric rise to fame.",80206917
120,,Movie,The Redeemed and the Dominant: Fittest on Earth,01-07-2018,2017,TV-14,"Questions about endurance, doping and overall toughness surround a group of elite athletes as they compete fiercely at the Reebok Crossfit Games.",80176064
104,,Movie,Theeram,01-07-2018,2017,TV-14,"An auto rickshaw driver harbors a deep affection for a young woman, but his troubled past threatens to stand between them.",80994421
114,,Movie,Traitor,01-07-2018,2008,PG-13,An FBI agent assigned to pursue an ex-Special Ops soldier who joined a terrorist organization begins to question his target's true intentions.,70098332
128,,Movie,Tum Milo Toh Sahi,01-07-2018,2010,TV-PG,An astute but old-fashioned law clerk steps up to help the owner of a cafe in a legal battle that has both business and personal ramifications.,80236280
125,,Movie,Viswasapoorvam Mansoor,01-07-2018,2017,TV-14,"When a mother and her daughter arrive to stay in his home in Kerala, a young Muslim man becomes torn between love, faith and clashing political views.",80994572
38,,Movie,"We, the Marines",01-07-2018,2017,TV-PG,"Narrated by actor and former Marine Gene Hackman, this documentary showcases the experience of becoming a member of the US Marine Corps.",80217135
102,,Movie,What a Wonderful Family!,01-07-2018,2017,TV-PG,"In a large family living under one roof, a storm brews when the matriarch requests a divorce from her husband on their 50th anniversary.",80996349
96,,Movie,What We Started,01-07-2018,2017,TV-MA,"DJs and industry insiders offer a backstage pass to the world of electronic dance music, reflecting on its radical origins and the future of the genre.",80217120
94,,Movie,Zoo,01-07-2018,2018,TV-MA,"A drug dealer starts having doubts about his trade as his brother, his client, and two rappers from the slums each battle their own secret addictions.",80993648
89,,Movie,1 Chance 2 Dance,01-07-2017,2014,TV-PG,"When an aspiring dancer is uprooted during her senior year of high school, she finds herself torn between two boys – and with one shot at her dream.",70306701
97,,Movie,10 jours en or,01-07-2017,2012,TV-PG,"When a carefree bachelor is unexpectedly left in charge of a young boy, the two embark on a road trip that will change both of their lives.",80178940
95,,Movie,A 2nd Chance,01-07-2017,2011,PG,"A gymnast lacks the confidence she needs to reach the top. But with the help of her new coach, she has the chance to win a spot on the national team.",70290905
106,,Movie,Albion: The Enchanted Stallion,01-07-2017,2016,TV-PG,"After a magical horse transports her to a fantasy world ruled by an evil general, a brave girl sets out to save the land once and for all.",80167699
116,,Movie,Amrapali,01-07-2017,1966,TV-PG,"In the age of Buddha and his philosophy of nonviolence, a warmonger king plots the destruction of an enemy kingdom to rescue the woman he loves.",80158390
91,,Movie,Black Snow,01-07-2017,2017,TV-MA,An old tragedy and lingering animosity erupt when a man returns to Patagonia to convince his estranged brother to sell the family's isolated property.,80184770
90,,Movie,Bruno and Boots: The Wizzle War,01-07-2017,2017,TV-PG,"Fed up with weird dress codes and wacky punishments, the students of neighboring schools face off against two recently hired oddball authoritarians.",80191358
86,,Movie,Hans Teeuwen: Real Rancour,01-07-2017,2018,TV-MA,"Comedian Hans Teeuwen rebels against political correctness, proclaims himself Britain's moral leader and takes on Donald Trump.",80190946
97,,Movie,Here Alone,01-07-2017,2016,TV-MA,"When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions.",80107948
170,,Movie,Ho Mann Jahaan,01-07-2017,2015,TV-PG,"Three friends in modern-day Karachi navigate their post-college lives, while struggling to balance their passion for music with familial obligations.",80094964
153,,Movie,Lal Patthar,01-07-2017,1971,TV-PG,"A vain, self-righteous nobleman falls in love with a village girl and tries to transform her into his version of the ideal woman.",80158481
104,,Movie,Liar's Dice,01-07-2017,2013,TV-MA,A woman from a small mountain village disobeys her village elders and sets out for the big city in search of her missing husband.,70299811
162,,Movie,Players,01-07-2017,2012,TV-14,"Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.",70229498
163,,Movie,Professor,01-07-2017,1962,TV-PG,A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.,20257393
106,,Movie,The Invisible Guest,01-07-2017,2016,TV-14,"After waking next to his now-dead lover in a hotel room, a young businessman hires a prominent lawyer to figure out how he ended up a murder suspect.",80093106
108,,Movie,Tik Tok,01-07-2017,2016,TV-MA,A police officer and a psychologist learn of a sinister threat at a highly anticipated soccer match and team up in hopes of preventing disaster.,80171528
130,,Movie,Waar,01-07-2017,2013,TV-MA,"When Pakistani authorities learn of a looming terrorist strike, they ask a retired intelligence officer to counter the attack before it's too late.",80187467
133,,Movie,Wrong No.,01-07-2017,2015,TV-14,Two identical strangers pursue their respective dreams after exchanging lives and getting out from under the thumb of their controlling loved ones.,80187323
148,,Movie,Yaar Gaddar,01-07-2017,1994,TV-14,"When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling – dead or alive.",80157132
105,,Movie,Zipi & Zape y la Isla del Capitan,01-07-2017,2016,TV-PG,"At Christmas, Zip and Zap take a trip with their parents to a remote island, where a friendly woman runs a children's home and mystery awaits.",80093104
58,,Movie,Exit Afghanistan,01-07-2016,2013,TV-MA,"Featuring interviews with participants on all sides, this documentary questions Norway and the West's protracted military involvement in Afghanistan.",80114498
87,,Movie,Jim Jefferies: Freedumb,01-07-2016,2016,TV-MA,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee.",80106979
81,,Movie,King Jack,01-07-2016,2015,NR,"Already coping with a bully, a mercurial older brother and summer school, 15-year-old Jack is saddled with his young cousin for an eventful weekend.",80053140
96,,Movie,Road to Yesterday,01-07-2016,2015,NR,"Their marriage failing, Victoria and Izu try to reconnect during a road trip. But bringing long-repressed secrets to light threatens yet more discord.",80105672
